,TF,Target,Label
0,2,680,1
1,2,218,1
2,8,72,1
3,15,347,1
4,15,293,1
5,15,326,1
6,15,565,1
7,15,512,1
8,15,48,1
9,15,471,1
10,15,213,1
11,15,442,1
12,15,186,1
13,15,698,1
14,15,675,1
15,15,253,1
16,15,220,1
17,15,185,1
18,15,258,1
19,15,153,1
20,15,343,1
21,15,524,1
22,15,155,1
23,15,230,1
24,15,372,1
25,21,619,1
26,21,664,1
27,21,696,1
28,21,458,1
29,21,597,1
30,21,41,1
31,21,509,1
32,21,502,1
33,21,592,1
34,21,257,1
35,21,54,1
36,21,453,1
37,21,125,1
38,21,92,1
39,21,461,1
40,21,137,1
41,21,39,1
42,21,599,1
43,21,201,1
44,21,408,1
45,21,210,1
46,21,404,1
47,21,244,1
48,21,686,1
49,21,127,1
50,21,356,1
51,21,93,1
52,21,364,1
53,21,672,1
54,21,56,1
55,29,352,1
56,29,48,1
57,33,459,1
58,33,282,1
59,33,680,1
60,33,48,1
61,33,189,1
62,33,477,1
63,33,197,1
64,33,248,1
65,37,477,1
66,37,325,1
67,39,210,1
68,39,686,1
69,39,199,1
70,39,161,1
71,39,459,1
72,42,92,1
73,48,524,1
74,48,82,1
75,48,139,1
76,48,224,1
77,48,199,1
78,48,29,1
79,48,21,1
80,48,34,1
81,48,352,1
82,48,482,1
83,48,230,1
84,48,31,1
85,48,92,1
86,57,201,1
87,57,668,1
88,57,448,1
89,57,516,1
90,59,106,1
91,59,240,1
92,59,418,1
93,59,338,1
94,59,590,1
95,59,592,1
96,59,612,1
97,59,508,1
98,59,34,1
99,59,103,1
100,59,242,1
101,59,178,1
102,59,686,1
103,59,683,1
104,59,430,1
105,59,391,1
106,59,699,1
107,59,385,1
108,59,268,1
109,59,150,1
110,59,316,1
111,59,482,1
112,59,308,1
113,59,239,1
114,59,129,1
115,59,561,1
116,59,30,1
117,62,533,1
118,62,31,1
119,70,11,1
120,72,210,1
121,72,395,1
122,72,8,1
123,79,39,1
124,79,586,1
125,79,92,1
126,79,242,1
127,79,439,1
128,79,453,1
129,79,21,1
130,79,199,1
131,79,484,1
132,79,463,1
133,82,372,1
134,82,548,1
135,82,95,1
136,82,343,1
137,82,293,1
138,82,31,1
139,82,640,1
140,82,442,1
141,82,15,1
142,82,263,1
143,82,565,1
144,82,185,1
145,82,699,1
146,82,155,1
147,82,512,1
148,82,285,1
149,82,157,1
150,82,524,1
151,82,230,1
152,82,110,1
153,82,687,1
154,82,471,1
155,92,247,1
156,92,685,1
157,92,364,1
158,92,282,1
159,92,54,1
